radius,type,value
1.07,STO-2G,0.20809498925014627
1.07,STO-3G,0.20540033805539654
1.07,STO-4G,0.20729470979022577
1.07,STO-5G,0.20646409534195598
1.07,STO-6G,0.20678090418085057
1.07,GTO,0.22938030518162714
1.08,STO,0.2041504874530627
1.08,STO-2G,0.20514702920734088
1.08,STO-3G,0.20301448926224747
1.08,STO-4G,0.20468486090378551
1.08,STO-5G,0.20394335664125926
1.08,STO-6G,0.20422085730047534
1.08,GTO,0.22733494245511243
1.09,STO,0.20163465182569232
1.09,STO-2G,0.20224029342402883
1.09,STO-3G,0.20065899939348633
1.09,STO-4G,0.20210602934979077
1.09,STO-5G,0.20145440480781374
1.09,STO-6G,0.20169209130692042
1.09,GTO,0.22528904617136766
1.1,STO,0.19914981993964484
1.1,STO-2G,0.1993748032786638
1.1,STO-3G,0.1983329563858169
1.1,STO-4G,0.19955814501917102
1.1,STO-5G,0.1989966707617842
1.1,STO-6G,0.19919432447202517
1.1,GTO,0.22324296051206033
1.11,STO,0.19669560972227396
1.11,STO-2G,0.19655054761890087
1.11,STO-3G,0.19603548618176386
1.11,STO-4G,0.19704112398435566
1.11,STO-5G,0.19656959917261319
1.11,STO-6G,0.19672727365347792
1.11,GTO,0.22119702659437696
1.12,STO,0.19427164380938136
1.12,STO-2G,0.1937674837531706
1.12,STO-3G,0.19376575261464196
1.12,STO-4G,0.19455486825494503
1.12,STO-5G,0.19417264888529787
1.12,STO-6G,0.19429065387263456
1.12,GTO,0.2191515823856904
1.1300000000000001,STO,0.19187754948719252
1.1300000000000001,STO-2G,0.19102553845447467
1.1300000000000001,STO-3G,0.19152295715343215
1.1300000000000001,STO-4G,0.1920992656572454
1.1300000000000001,STO-5G,0.19180529324922627
1.1300000000000001,STO-6G,0.19188417797936907
1.1300000000000001,GTO,0.21710696262031232
1.1400000000000001,STO,0.1895129586350478
1.1400000000000001,STO-2G,0.1883246089744839
1.1400000000000001,STO-3G,0.1893063385189121
1.1400000000000001,STO-4G,0.18967418982498213
1.1400000000000001,STO-5G,0.18946702035557492
1.1400000000000001,STO-6G,0.18950755639815658
1.1400000000000001,GTO,0.21506349871835198
1.1500000000000001,STO,0.18717750766879895
1.1500000000000001,STO-2G,0.18566456406605752
1.1500000000000001,STO-3G,0.1871151721821723
1.1500000000000001,STO-4G,0.1872795002892203
1.1500000000000001,STO-5G,0.18715733318927932
1.1500000000000001,STO-6G,0.18716049694943612
1.1500000000000001,GTO,0.21302151870670333
1.16,STO,0.18487083748490427
1.16,STO-2G,0.18304524501234148
1.16,STO-3G,0.1849487697563867
1.16,STO-4G,0.1849150426562578
1.16,STO-5G,0.18487574970156742
1.16,STO-6G,0.18484270474022513
1.16,GTO,0.21098134714217906
1.17,STO,0.18259259340521156
1.17,STO-2G,0.18046646666064461
1.17,STO-3G,0.18280647829240698
1.17,STO-4G,0.18258064886299108
1.17,STO-5G,0.18262180280899015
1.17,STO-6G,0.18255388211795265
1.17,GTO,0.20894330503681025
1.18,STO,0.1803424251224226
1.18,STO-2G,0.17792801845933787
1.18,STO-3G,0.18068767948841707
1.18,STO-4G,0.18027613749998678
1.18,STO-5G,0.18039504032480014
1.18,STO-6G,0.1802937286815393
1.18,GTO,0.20690770978532755
1.19,STO,0.17811998664622897
1.19,STO-2G,0.17542966549606692
1.19,STO-3G,0.17859178882352023
1.19,STO-4G,0.17800131419320944
1.19,STO-5G,0.17819502482842206
1.19,STO-6G,0.1780619413438604
1.19,GTO,0.2048748750948399
1.2,STO,0.175924936250112
1.2,STO-2G,0.1729711495356186
1.2,STO-3G,0.17651825462474607
1.2,STO-4G,0.17575597203605436
1.2,STO-5G,0.17602133347862509
1.2,STO-6G,0.17585821443988892
1.2,GTO,0.20284511091672386
1.21,STO,0.17375693641879808
1.21,STO-2G,0.17055219005583172
1.21,STO-3G,0.17446655707655362
1.21,STO-4G,0.17353989206400847
1.21,STO-5G,0.17387355777585844
1.21,STO-6G,0.17368223987500858
1.21,GTO,0.2008187233807359
1.22,STO,0.1716156537963618
1.22,STO-2G,0.16817248527999645
1.22,STO-3G,0.17243620718148503
1.22,STO-4G,0.17135284376490595
1.22,STO-5G,0.17175130327904092
1.22,STO-6G,0.17153370730821418
1.22,GTO,0.1987960147313594
1.23,STO,0.16950075913496834
1.23,STO-2G,0.16583171320423978
1.23,STO-3G,0.1704267456801837
1.23,STO-4G,0.16919458561835932
1.23,STO-5G,0.16965418928191175
1.23,STO-6G,0.16941230436516808
1.23,GTO,0.19677728326639485
1.24,STO,0.1674119272442479
1.24,STO-2G,0.16352953261845088
1.24,STO-3G,0.16843774193854633
1.24,STO-4G,0.16706486565852657
1.24,STO-5G,0.16758184845385185
1.24,STO-6G,0.16731771687634997
1.24,GTO,0.19476282327780187
1.25,STO,0.16534883694129354
1.25,STO-2G,0.16126558411935776
1.25,STO-3G,0.16646879280932295
1.25,STO-4G,0.16496342205492004
1.25,STO-5G,0.1655339264498787
1.25,STO-6G,0.16524962913582258
1.25,GTO,0.19275292499479998
1.26,STO,0.1633111710012756
1.26,STO-2G,0.15903949111442278
1.26,STO-3G,0.16451952147502558
1.26,STO-4G,0.162889983706474
1.26,STO-5G,0.16351008149429844
1.26,STO-6G,0.1632077241764268
1.26,GTO,0.19074787452923317
1.27,STO,0.16129861610866458
1.27,STO-2G,0.15685086081528615
1.27,STO-3G,0.16258957627854873
1.27,STO-4G,0.160844270844564
1.27,STO-5G,0.16150998394227772
1.27,STO-6G,0.16119168405751777
1.27,GTO,0.18874795382320217
1.28,STO,0.15931086280905507
1.28,STO-2G,0.1546992852195438
1.28,STO-3G,0.16067862954745293
1.28,STO-4G,0.15882599564111258
1.28,STO-5G,0.1595333158233666
1.28,STO-6G,0.1592011901616526
1.28,GTO,0.18675344059896756
1.29,STO,0.15734760546158344
1.29,STO-2G,0.15258434207970883
1.29,STO-3G,0.15878637641741553
1.29,STO-4G,0.1568348628183254
1.29,STO-5G,0.15757977037077386
1.29,STO-6G,0.15723592349693374
1.29,GTO,0.1847646083111245
1.3,STO,0.155408542191932
1.3,STO-2G,0.15050559585826387
1.3,STO-3G,0.15691253365991126
1.3,STO-4G,0.1548705702569794
1.3,STO-5G,0.1556490515399601
1.3,STO-6G,0.15529556500200783
1.3,GTO,0.1827817261010493
1.31,STO,0.15349337484591208
1.31,STO-2G,0.14846259866777461
1.31,STO-3G,0.15505683851875576
1.31,STO-4G,0.15293280960052982
1.31,STO-5G,0.15374087351988036
1.31,STO-6G,0.1533797958510011
1.31,GTO,0.18080505875361638
1.32,STO,0.15160180894361933
1.32,STO-2G,0.14645489119509583
1.32,STO-3G,0.1532190475597255
1.32,STO-4G,0.1510212668526229
1.32,STO-5G,0.15185496023997558
1.32,STO-6G,0.15148829775594863
1.32,GTO,0.17883486665618298
1.33,STO,0.14973355363415383
1.33,STO-2G,0.14448200360876087
1.33,STO-3G,0.15139893553705985
1.33,STO-4G,0.14913562296589
1.33,STO-5G,0.14999104487577852
1.33,STO-6G,0.14962075326454244
1.33,GTO,0.17687140575983806
1.34,STO,0.14788832165089835
1.34,STO-2G,0.14254345644870814
1.34,STO-3G,0.14959629428025933
1.34,STO-4G,0.1472755544201656
1.34,STO-5G,0.1481488693557749
1.34,STO-6G,0.1477768460512725
1.34,GTO,0.17491492754290897
1.35,STO,0.1460658292673478
1.35,STO-2G,0.14063876149755813
1.35,STO-3G,0.14781093160421616
1.35,STO-4G,0.14544073378851274
1.35,STO-5G,0.14632818387193472
1.35,STO-6G,0.1459562612002807
1.35,GTO,0.1729656789767214
1.36,STO,0.14426579625348257
1.36,STO-2G,0.13876742263271447
1.36,STO-3G,0.1460426702453506
1.36,STO-4G,0.14363083028965934
1.36,STO-5G,0.14452874639611224
1.36,STO-6G,0.14415868547847127
1.36,GTO,0.17102390249360275
1.37,STO,0.14248794583268004
1.37,STO-2G,0.13692893665862282
1.37,STO-3G,0.14429134682608397
1.37,STO-4G,0.14184551032564888
1.37,STO-5G,0.14275032220430006
1.37,STO-6G,0.14238380759763852
1.37,GTO,0.1690898359571217
1.3800000000000001,STO,0.14073200463915683
1.3800000000000001,STO-2G,0.1351227941185799
1.3800000000000001,STO-3G,0.14255681084964958
1.3800000000000001,STO-4G,0.14008443800368944
1.3800000000000001,STO-5G,0.14099268341051804
1.3800000000000001,STO-6G,0.1406313184645714
1.3800000000000001,GTO,0.16716371263455265
1.3900000000000001,STO,0.13899770267593542
1.3900000000000001,STO-2G,0.1333484800855429
1.3900000000000001,STO-3G,0.14083892372693466
1.3900000000000001,STO-4G,0.13834727564134952
1.3900000000000001,STO-5G,0.13925560851191982
1.3900000000000001,STO-6G,0.1389009114182807
1.3900000000000001,GTO,0.16524576117155493
1.4000000000000001,STO,0.13728477327332916
1.4000000000000001,STO-2G,0.13160547493144834
1.4000000000000001,STO-3G,0.13913755783675458
1.4000000000000001,STO-4G,0.13663368425439634
1.4000000000000001,STO-5G,0.13753888194650998
1.4000000000000001,STO-6G,0.13719228245366888
1.4000000000000001,GTO,0.1633362055690529
1.41,STO,0.13559295304793828
1.41,STO-2G,0.12989325507460348
1.41,STO-3G,0.13745259562068682
1.41,STO-4G,0.13494332402670836
1.41,STO-5G,0.13584229366468334
1.41,STO-6G,0.1355051304311192
1.41,GTO,0.16143526516230494
1.42,STO,0.13392198186215165
1.42,STO-2G,0.12821129370477002
1.42,STO-3G,0.13578392871333736
1.42,STO-4G,0.13327585476181258
1.42,STO-5G,0.1341656387156245
1.42,STO-6G,0.13383915727162846
1.42,GTO,0.15954315460214472
1.43,STO,0.13227160278414765
1.43,STO-2G,0.12655906148561474
1.43,STO-3G,0.13413145710867472
1.43,STO-4G,0.131630936315709
1.43,STO-5G,0.1325087168494435
1.43,STO-6G,0.13219406813724016
1.43,GTO,0.15766008383838145
1.44,STO,0.1306415620483877
1.44,STO-2G,0.12493602723425118
1.44,STO-3G,0.1324950883628475
1.44,STO-4G,0.1300082290107406
1.44,STO-5G,0.13087133213576535
1.44,STO-6G,0.1305695715966543
1.44,GTO,0.1557862581053396
1.45,STO,0.12903160901659677
1.45,STO-2G,0.12334165857765242
1.45,STO-3G,0.13087473683369927
1.45,STO-4G,0.1284073940303595
1.45,STO-5G,0.1292532925993506
1.45,STO-6G,0.12896537977600014
1.45,GTO,0.15392187790952205
1.46,STO,0.1274414961392248
1.46,STO-2G,0.12177542258576103
1.46,STO-3G,0.12927032295700897
1.46,STO-4G,0.12682809379471655
1.46,STO-5G,0.12765440987318183
1.46,STO-6G,0.12738120849485488
1.46,GTO,0.15206713901937707
1.47,STO,0.12587097891738294
1.47,STO-2G,0.12023678638117306
1.47,STO-3G,0.12768177255931817
1.47,STO-4G,0.12526999231707728
1.47,STO-5G,0.12607449886932953
1.47,STO-6G,0.12581677738767802
1.47,GTO,0.15022223245714902
1.48,STO,0.12431981586524894
1.48,STO-2G,0.11872521772531934
1.48,STO-3G,0.12610901620705245
1.48,STO-4G,0.1237327555411302
1.48,STO-5G,0.12451337746778851
1.48,STO-6G,0.12427181001090823
1.48,GTO,0.14838734449279264
1.49,STO,0.1227877684729358
1.49,STO-2G,0.11724018558111271
1.49,STO-3G,0.12455198859150718
1.49,STO-4G,0.12221605165931212
1.49,STO-5G,0.12297086622336986
1.49,STO-6G,0.12274603393603573
1.49,GTO,0.14656265663992785
1.5,STO,0.12127460116981807
1.5,STO-2G,0.11578116065207343
1.5,STO-3G,0.12301062794914754
1.5,STO-4G,0.12071955141232893
1.5,STO-5G,0.12144678809063231
1.5,STO-6G,0.12123918082902264
1.5,GTO,0.14474834565381384
1.51,STO,0.11978008128831001
1.51,STO-2G,0.1143476158979876
1.51,STO-3G,0.12148487551656137
1.51,STO-4G,0.11924292837009567
1.51,STO-5G,0.11994096816674552
1.51,STO-6G,0.1197509865164934
1.51,GTO,0.1429445835313173
1.52,STO,0.11830397902809016
1.52,STO-2G,0.11293902702719327
1.52,STO-3G,0.1199746750193118
1.52,STO-4G,0.11778585919436453
1.52,STO-5G,0.11845323345209534
1.52,STO-6G,0.11828119103915927
1.52,GTO,0.1411515375128516
1.53,STO,0.11684606742076677
1.53,STO-2G,0.11155487296562817
1.53,STO-3G,0.11847997219385144
1.53,STO-4G,0.11634802388334352
1.53,STO-5G,0.11698341262836626
1.53,STO-6G,0.11682953869297728
1.53,GTO,0.1393693700862602
1.54,STO,0.11540612229497875
1.54,STO-2G,0.11019463630280908
1.54,STO-3G,0.11700071434159172
1.54,STO-4G,0.11492910599864656
1.54,STO-5G,0.11553133585376898
1.54,STO-6G,0.11539577805857196
1.54,GTO,0.13759823899261986
1.55,STO,0.11398392224192659
1.55,STO-2G,0.1088578037149491
1.55,STO-3G,0.11553684991416102
1.55,STO-4G,0.11352879287494197
1.55,STO-5G,0.1140968345750224
1.55,STO-6G,0.11397966201947154
1.55,GTO,0.13583829723393467
1.56,STO,0.1125792485813281
1.56,STO-2G,0.1075438663654513
1.56,STO-3G,0.11408832812883624
1.56,STO-4G,0.1121467758126948
1.56,STO-5G,0.1126797413556464
1.56,STO-6G,0.11258094776972771
1.56,GTO,0.13408969308269506
1.57,STO,0.11119188532779381
1.57,STO-2G,0.10625232028304923
1.57,STO-3G,0.11265509861309364
1.57,STO-4G,0.11078275025442096
1.57,STO-5G,0.11127988972007744
1.57,STO-6G,0.11119939681149985
1.57,GTO,0.13235257009327203
1.58,STO,0.10982161915761648
1.58,STO-2G,0.1049826667178952
1.58,STO-3G,0.1112371110771955
1.58,STO-4G,0.10943641594489185
1.58,STO-5G,0.10989711401307928
1.58,STO-6G,0.10983477494319373
1.58,GTO,0.13062706711511815
1.59,STO,0.10846823937597005
1.59,STO-2G,0.10373441247592377
1.59,STO-3G,0.10983431501370591
1.59,STO-4G,0.10810747707574525
1.59,STO-5G,0.10853124927388969
1.59,STO-6G,0.10848685223874747
1.59,GTO,0.12891331830774533
1.6,STO,0.10713153788451296
1.6,STO-2G,0.10250707023184508
1.6,STO-3G,0.10844665942281584
1.6,STO-4G,0.10679564241497333
1.6,STO-5G,0.10718213112451552
1.6,STO-6G,0.1071554030186576
1.6,GTO,0.12721145315744883
1.61,STO,0.10581130914939026
1.61,STO-2G,0.10130015882114705
1.61,STO-3G,0.10707409256235015
1.61,STO-4G,0.10550062542177258
1.61,STO-5G,0.10584959567156929
1.61,STO-6G,0.10584020581333631
1.61,GTO,0.1255215964957467
1.62,STO,0.1045073501696306
1.62,STO-2G,0.10011320351150735
1.62,STO-3G,0.10571656172132764
1.62,STO-4G,0.10422214434724814
1.62,STO-5G,0.10453347942102122
1.62,STO-6G,0.1045410433193833
1.62,GTO,0.12384386851950237
1.6300000000000001,STO,0.1032194604459321
1.6300000000000001,STO-2G,0.09894573625403766
1.6300000000000001,STO-3G,0.10437401301595023
1.6300000000000001,STO-4G,0.10295992232147747
1.6300000000000001,STO-5G,0.10323361920523223
1.6300000000000001,STO-6G,0.103257702349348
1.6300000000000001,GTO,0.12217838481269919
1.6400000000000001,STO,0.10194744194983357
1.6400000000000001,STO-2G,0.09779729591480141
1.6400000000000001,STO-3G,0.1030463912069067
1.6400000000000001,STO-4G,0.10171368742744091
1.6400000000000001,STO-5G,0.10194985212162239
1.6400000000000001,STO-6G,0.10198997377554672
1.6400000000000001,GTO,0.12052525636983308
1.6500000000000001,STO,0.10069109909326493
1.6500000000000001,STO-2G,0.09666742848706414
1.6500000000000001,STO-3G,0.10173363953689087
1.6500000000000001,STO-4G,0.10048317276233418
1.6500000000000001,STO-5G,0.100682015482329
1.6500000000000001,STO-6G,0.10073765246848615
1.6500000000000001,GTO,0.11888458962089095
1.6600000000000001,STO,0.09945023869847326
1.6600000000000001,STO-2G,0.09555568728475061
1.6600000000000001,STO-3G,0.10043569958725096
1.6600000000000001,STO-4G,0.0992681164867802
1.6600000000000001,STO-5G,0.09942994677420658
1.6600000000000001,STO-6G,0.09950053723043059
1.6600000000000001,GTO,0.1172564864578804
1.67,STO,0.0982246699683196
1.67,STO-2G,0.09446163311759777
1.67,STO-3G,0.09915251115270973
1.67,STO-4G,0.09806826186245832
1.67,STO-5G,0.09819348362852463
1.67,STO-6G,0.09827843072463331
1.67,GTO,0.1156410442628772
1.68,STO,0.09701420445694134
1.68,STO-2G,0.0933848344485051
1.68,STO-3G,0.09788401213311831
1.68,STO-4G,0.09688335727867098
1.68,STO-5G,0.09697246379972704
1.68,STO-6G,0.09707113940073618
1.68,GTO,0.11403835593755547
1.69,STO,0.09581865604077656
1.69,STO-2G,0.09232486753359395
1.69,STO-3G,0.09663013844123365
1.69,STO-4G,0.09571315626836474
1.69,STO-5G,0.09576672515262341
1.69,STO-6G,0.09587847341682211
1.69,GTO,0.11244850993416593
1.7,STO,0.09463784088994545
1.7,STO-2G,0.09128131654549868
1.7,STO-3G,0.09539082392553877
1.7,STO-4G,0.09455741751412142
1.7,STO-5G,0.09457610565739646
1.7,STO-6G,0.09470024655858653
1.7,GTO,0.11087159028792673
1.71,STO,0.09347157743998394
1.71,STO-2G,0.09025377368041844
1.71,STO-3G,0.09416600030715534
1.71,STO-4G,0.09341590484463068
1.71,STO-5G,0.0934004433918212
1.71,STO-6G,0.09353627615607374
1.71,GTO,0.10930767665079112
1.72,STO,0.09231968636392619
1.72,STO-2G,0.08924183924946667
1.72,STO-3G,0.09295559712993047
1.72,STO-4G,0.09228838722215103
1.72,STO-5G,0.09223957655010814
1.72,STO-6G,0.09238638299840363
1.72,GTO,0.10775684432655629
1.73,STO,0.09118199054473093
1.73,STO-2G,0.08824512175485967
1.73,STO-3G,0.09175954172281198
1.73,STO-4G,0.09117463872146017
1.73,STO-5G,0.09109334345779883
1.73,STO-6G,0.09125039124689371
1.73,GTO,0.10621916430727685
1.74,STO,0.09005831504804751
1.74,STO-2G,0.08726323795148953
1.74,STO-3G,0.0905777591736614
1.74,STO-4G,0.09007443850078897
1.74,STO-5G,0.08996158259216089
1.74,STO-6G,0.09012812834695987
1.74,GTO,0.10469470331094662
1.75,STO,0.0889484870953177
1.75,STO-2G,0.0862958128944298
1.75,STO-3G,0.089410172313687
1.75,STO-4G,0.08898757076522543
1.75,STO-5G,0.08884413260754777
1.75,STO-6G,0.08901942493915858
1.75,GTO,0.10318352382041203
1.76,STO,0.08785233603720893
1.76,STO-2G,0.08534247997292267
1.76,STO-3G,0.08825670171171447
1.76,STO-4G,0.08791382472306736
1.76,STO-5G,0.0877408323652108
1.76,STO-6G,0.0879241147697122
1.76,GTO,0.1016856841234803
1.77,STO,0.08676969332737489
1.77,STO-2G,0.08440288093139778
1.77,STO-3G,0.08711726567754743
1.77,STO-4G,0.08685299453559227
1.77,STO-5G,0.08665152096706921
1.77,STO-6G,0.08684203460083736
1.77,GTO,0.10020123835418505
1.78,STO,0.08570039249653949
1.78,STO-2G,0.08347666587807069
1.78,STO-3G,0.08599178027370415
1.78,STO-4G,0.0858048792607039
1.78,STO-5G,0.08557603779296785
1.78,STO-6G,0.08577302412117674
1.78,GTO,0.09873023653517266
1.79,STO,0.08464426912690022
1.79,STO-2G,0.08256349328166736
1.79,STO-3G,0.08488015933485063
1.79,STO-4G,0.08476928279090404
1.79,STO-5G,0.08451422254097239
1.79,STO-6G,0.08471692585661236
1.79,GTO,0.09727272462117156
1.8,STO,0.0836011608268471
1.8,STO-2G,0.08166302995681829
1.8,STO-3G,0.0837823144942848
1.8,STO-4G,0.0837460137860274
1.8,STO-5G,0.08346591527027472
1.8,STO-6G,0.08367358508172
1.8,GTO,0.09582874454350745
1.81,STO,0.08257090720599272
1.81,STO-2G,0.08077495103866135
1.81,STO-3G,0.08269815521685858
1.81,STO-4G,0.08273488560116582
1.81,STO-5G,0.08243095644630317
1.81,STO-6G,0.08264284973210342
1.81,GTO,0.09439833425562691
1.82,STO,0.08155334985051059
1.82,STO-2G,0.07989893994718737
1.82,STO-3G,0.08162758883775745
1.82,STO-4G,0.08173571621019596
1.82,STO-5G,0.08140918698765418
1.82,STO-6G,0.08162457031782787
1.82,GTO,0.09298152777959152
1.83,STO,0.08054833229877689
1.83,STO-2G,0.07903468834185721
1.83,STO-3G,0.08057052060658826
1.83,STO-4G,0.08074832812531285
1.83,STO-5G,0.08040044831448412
1.83,STO-6G,0.08061859983815386
1.83,GTO,0.09157835525350604
1.84,STO,0.07955570001731284
1.84,STO-2G,0.07818189606701154
1.84,STO-3G,0.07952685373625717
1.84,STO-4G,0.07977254831295819
1.84,STO-5G,0.07940458239802203
1.84,STO-6G,0.07962479369775381
1.84,GTO,0.09018884297984178
1.85,STO,0.07857530037702316
1.85,STO-2G,0.07734027108858792
1.85,STO-3G,0.07849648945614843
1.85,STO-4G,0.07880820810652042
1.85,STO-5G,0.07842143181088479
1.85,STO-6G,0.07864300962457563
1.85,GTO,0.08881301347461902
1.86,STO,0.07760698262972758
1.86,STO-2G,0.07650952942265116
1.86,STO-3G,0.07747932706914437
1.86,STO-4G,0.07785514311616978
1.86,STO-5G,0.07745083977789795
1.86,STO-6G,0.07767310758950174
1.86,GTO,0.08745088551741037
1.87,STO,0.07665059788498152
1.87,STO-2G,0.07568939505623415
1.87,STO-3G,0.07647526401205357
1.87,STO-4G,0.07691319313617825
1.87,STO-5G,0.07649265022714549
1.87,STO-6G,0.07671494972793412
1.87,GTO,0.08610247420212801
1.8800000000000001,STO,0.07570599908718235
1.8800000000000001,STO-2G,0.07487959986097696
1.8800000000000001,STO-3G,0.07548419591904162
1.8800000000000001,STO-4G,0.07598220205006126
1.8800000000000001,STO-5G,0.07554670784099243
1.8800000000000001,STO-6G,0.07576840026342063
1.8800000000000001,GTO,0.08476779098855768
1.8900000000000001,STO,0.07477304099295787
1.8900000000000001,STO-2G,0.0740798835000424
1.8900000000000001,STO-3G,0.07450601668768358
1.8900000000000001,STO-4G,0.07506201773386438
1.8900000000000001,STO-5G,0.07461285810684276
1.8900000000000001,STO-6G,0.07483332543342336
1.8900000000000001,GTO,0.08344684375460255
1.9000000000000001,STO,0.07385158014883345
1.9000000000000001,STO-2G,0.0732899933287749
1.9000000000000001,STO-3G,0.07354061854728235
1.9000000000000001,STO-4G,0.07415249195790424
1.9000000000000001,STO-5G,0.07369094736741509
1.9000000000000001,STO-6G,0.07390959341731386
1.9000000000000001,GTO,0.0821396368491997
1.9100000000000001,STO,0.07294147486917424
1.9100000000000001,STO-2G,0.07250968428955995
1.9100000000000001,STO-3G,0.07258789212911997
1.9100000000000001,STO-4G,0.07325348028726004
1.9100000000000001,STO-5G,0.07278082287033598
1.9100000000000001,STO-6G,0.0729970742666681
1.9100000000000001,GTO,0.08084617114587297
1.92,STO,0.07204258521439938
1.92,STO-2G,0.07173871880132818
1.92,STO-3G,0.07164772653833121
1.92,STO-4G,0.07236484198129779
1.92,STO-5G,0.0718823328168682
1.92,STO-6G,0.07209563983791933
1.92,GTO,0.07956644409688556
1.93,STO,0.0711547729694645
1.93,STO-2G,0.07097686664413848
1.93,STO-3G,0.07072000942711004
1.93,STO-4G,0.07148643989249615
1.93,STO-5G,0.0709953264096091
1.93,STO-6G,0.0712051637274156
1.93,GTO,0.0783004497879559
1.94,STO,0.0702779016226097
1.94,STO-2G,0.07022390483926078
1.94,STO-3G,0.0698046270689796
1.94,STO-4G,0.07061814036482977
1.94,STO-5G,0.07011965389900918
1.94,STO-6G,0.07032552120891691
1.94,GTO,0.07704817899350123
1.95,STO,0.06941183634436907
1.95,STO-2G,0.06947961752516787
1.95,STO-3G,0.06890146443387549
1.95,STO-4G,0.06975981313195187
1.95,STO-5G,0.06925516662857714
1.95,STO-6G,0.06945658917355531
1.95,GTO,0.07580961923237269
1.96,STO,0.06855644396683916
1.96,STO-2G,0.06874379582983262
1.96,STO-3G,0.06801040526380997
1.96,STO-4G,0.06891133121540524
1.96,STO-5G,0.06840171707865222
1.96,STO-6G,0.06859824607227202
1.96,GTO,0.07458475482404674
1.97,STO,0.06771159296320269
1.97,STO-2G,0.06801623773971421
1.97,STO-3G,0.06713133214890205
1.97,STO-4G,0.06807257082307798
1.97,STO-5G,0.06755915890863846
1.97,STO-6G,0.06775037186073492
1.97,GTO,0.07337356694523779
1.98,STO,0.06687715342750483
1.98,STO-2G,0.06729674796580462
1.98,STO-3G,0.06626412660357439
1.98,STO-4G,0.067243411248107
1.98,STO-5G,0.06672734699760913
1.98,STO-6G,0.06691284794673155
1.98,GTO,0.07217603368689689
1.99,STO,0.06605299705467854
1.99,STO-2G,0.06658513780709234
1.99,STO-3G,0.0654086691427335
1.99,STO-4G,0.06642373476842015
1.99,STO-5G,0.06590613748320158
1.99,STO-6G,0.06608555714002415
1.99,GTO,0.07099213011156219
2,STO,0.06523899712081624
2,STO-2G,0.06588122501178878
2,STO-3G,0.06456483935776332
2,STO-4G,0.06561342654709552
2,STO-5G,0.06509538779873549
2,STO-6G,0.06526838360464533
2,GTO,0.06982182831102729
2.0100000000000002,STO,0.0644350284636843
2.0100000000000002,STO-2G,0.06518483363664855
2.0100000000000002,STO-3G,0.06373251599217689
2.0100000000000002,STO-4G,0.06481237453370411
2.0100000000000002,STO-5G,0.06429495670849748
2.0100000000000002,STO-6G,0.06446121281360641
2.0100000000000002,GTO,0.06866509746429293
2.02,STO,0.06364096746347814
2.02,STO-2G,0.06449579390470171
2.02,STO-3G,0.06291157701678232
2.02,STO-4G,0.06402046936679087
2.02,STO-5G,0.06350470434114688
2.02,STO-6G,0.06366393150598347
2.02,GTO,0.0675219038957697
2.0300000000000002,STO,0.06285669202381379
2.0300000000000002,STO-2G,0.06381394206170347
2.0300000000000002,STO-3G,0.062101899704232286
2.0300000000000002,STO-4G,0.06323760427763662
2.0300000000000002,STO-5G,0.06272449222120596
2.0300000000000002,STO-6G,0.06287642764634048
2.0300000000000002,GTO,0.06639221113369756
2.04,STO,0.06208208155295458
2.04,STO-2G,0.06313912023159333
2.04,STO-3G,0.061303360702836665
2.04,STO-4G,0.06246367499543384
2.04,STO-5G,0.0619541832986084
2.04,STO-6G,0.06209859038644363
2.04,GTO,0.065275979968751
2.05,STO,0.06131701694526832
2.05,STO-2G,0.0624711762712423
2.05,STO-3G,0.060515836109528806
2.05,STO-4G,0.0616985796539964
2.05,STO-5G,0.06119364197628708
2.05,STO-6G,0.06133031002921577
2.05,GTO,0.06417316851279624
2.06,STO,0.060561380562913596
2.06,STO-2G,0.0618099636247548
2.06,STO-3G,0.059739201541885716
2.06,STO-4G,0.060942218700114674
2.06,STO-5G,0.060442734135791445
2.06,STO-6G,0.060571477994876236
2.06,GTO,0.06308373225777013
2.07,STO,0.0598150562177516
2.07,STO-2G,0.06115534117757784
2.07,STO-3G,0.05897333220911181
2.07,STO-4G,0.06019449480365603
2.07,STO-5G,0.05970132716093133
2.07,STO-6G,0.059821986789206805
2.07,GTO,0.06200762413464851
2.08,STO,0.05907792915348052
2.08,STO-2G,0.06050717311065836
2.08,STO-3G,0.0582181029819038
2.08,STO-4G,0.059455312769501445
2.08,STO-5G,0.05896928995945081
2.08,STO-6G,0.059081729973881655
2.08,GTO,0.06094479457247383
2.09,STO,0.058349886027990766
2.09,STO-2G,0.059865328754876705
2.09,STO-3G,0.057473388461123626
2.09,STO-4G,0.05872457945139942
2.09,STO-5G,0.05824649298274305
2.09,STO-6G,0.058350602138796545
2.09,GTO,0.05989519155741189
2.1,STO,0.05763081489593688
2.1,STO-2G,0.05922968244597142
2.1,STO-3G,0.05673906304521206
2.1,STO-4G,0.05800220366780889
2.1,STO-5G,0.05753280824362125
2.1,STO-6G,0.05762849887632899
2.1,GTO,0.058858760691807
2.11,STO,0.056920605191525
2.11,STO-2G,0.05860011338015988
2.11,STO-3G,0.05601500099628508
2.11,STO-4G,0.05728809611979488
2.11,STO-5G,0.05682810933216798
2.11,STO-6G,0.05691531675746103
2.11,GTO,0.05783544525320793
2.12,STO,0.05621914771151164
2.12,STO-2G,0.05797650547064509
